173.19			8.52			4030.96
301.34			9.67			4743.37
195.13			12.83			6465.74
202.20			11.56			5841.65
224.08			9.56			4557.79
186.25			10.86			5414.50
160.13			10.40			5161.56
331.36			10.47			5167.65
252.35			11.49			5850.92
209.11			12.50			6218.66
244.28			14.00			7259.56
163.11			9.67			4478.50
215.25			9.50			4567.89
256.12			12.72			6411.08
147.15			9.21			4347.07
118.13			9.46			4417.78
149.10			9.20			4275.98
132.12			10.13			4778.18
189.17			8.63			4073.18
203.19			9.60			4668.62
216.23			10.17			5054.77
186.21			9.97			4976.51
200.23			10.69			5337.95
192.13			8.65			4009.63
146.10			8.55			4010.70
165.10			8.86			4022.54
215.25			9.80			4745.34
132.12			8.81			4132.94
176.17			14.30			7331.30
142.15			8.77			4154.66
251.34			8.83			4325.92
226.12			9.80			4472.53
172.22			9.89			4796.31
162.18			12.43			6225.96
120.10			11.93			5975.73
106.08			9.62			4499.94
200.23			10.27			5089.50
287.31			9.54			4569.07
136.10			12.84			6508.77
240.13			15.07			7733.27
200.23			10.41			5168.44
193.11			8.78			4087.65
299.11			12.31			6214.61
226.14			13.33			6738.89
227.28			10.42			5179.26
191.16			10.70			5194.17
116.07			8.65			4063.78
170.25			9.43			4472.71
230.26			13.65			7046.10
187.21			8.60			4105.52
212.29			10.03			4955.75
190.19			12.27			6256.50
226.27			8.94			4334.92
240.13			14.82			7607.93
258.27			16.21			8516.93
285.36			14.21			7374.21
128.13			8.87			4139.15
222.32			8.47			4106.35
158.20			10.17			4894.57
188.22			11.33			5686.79
177.11			9.31			4374.05
258.31			14.40			7502.90
245.25			10.36			5140.88
179.13			11.63			5796.30
286.36			12.07			6133.49
245.23			10.66			5358.07
228.29			12.49			6361.41
163.11			9.67			4478.50
177.18			9.46			4425.38
172.22			10.13			4952.13
150.13			12.52			6250.45
202.20			11.28			5646.01
219.21			10.89			5404.79
242.27			12.54			6439.89
256.34			12.99			6696.02
253.31			9.34			4627.72
166.13			16.30			8446.05
186.21			9.72			4830.51
268.31			13.60			7077.56
301.36			9.45			4624.77
179.09			9.66			4606.74
201.22			8.42			3980.00
120.10			9.56			4458.62
150.13			12.78			6407.87
226.12			9.80			4472.53
214.26			10.86			5459.19
184.23			9.86			4828.24
204.22			12.92			6614.55
130.14			9.58			4635.37
134.13			9.52			4531.94
188.22			11.12			5575.23
174.15			12.61			6422.91
165.12			10.92			5302.14
245.23			11.67			5924.76
170.21			8.96			4330.68
163.13			9.38			4419.97
166.13			15.98			8255.83
174.19			9.72			4792.54
206.19			16.04			8358.95
226.31			10.42			5249.26
236.35			9.51			4713.19
184.19			8.54			4135.38
233.22			11.53			5841.45
196.14			9.93			4616.30
250.33			9.70			4865.99
273.30			10.97			5547.99
134.13			10.10			4927.83
229.25			9.30			4475.18
118.13			9.00			4221.33
184.23			9.71			4742.45
158.20			9.10			4294.26
102.09			9.74			4588.99
170.25			9.75			4714.34
106.08			12.03			5917.41
158.20			8.31			3893.51
202.20			11.12			5552.07
301.27			13.13			6815.37
202.14			8.38			3961.69
165.12			9.43			4322.25
119.10			9.25			4261.45
224.25			10.07			5048.46
159.12			9.08			4322.79
120.10			9.53			4547.45
214.26			12.04			6087.53
163.13			10.65			5166.92
270.32			9.96			4928.63
269.31			12.07			6177.51
254.37			11.84			6013.45
270.32			13.08			6777.57
